content_id,date,topic,format,video_length,hook_type,posting_time,caption_length,views,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate,viral_score,viral_category,total_comments,relatable_comments,relatability_rate,is_viral
C0195,2025-03-12,Confidence,Long,150,Text,Evening,64,21660,1476,95,427,431,70.6,126,11.21,466.70000000000005,Medium,2,1,50.0,0
C0196,2025-03-13,Social Anxiety,Short,32,Visual,Night,173,25092,662,56,365,430,82.3,137,6.03,352.4,Medium,7,5,71.43,0
C0197,2025-03-13,College Life,Long,98,Visual,Morning,106,51839,3266,330,866,618,75.4,300,9.8,924.4000000000001,High,6,4,66.67,1
C0198,2025-03-13,Social Anxiety,Short,26,Text,Evening,187,37913,1682,175,381,429,81.2,141,7.03,484.30000000000007,Medium,7,3,42.86,0
C0199,2025-03-14,College Life,Short,22,Text,Afternoon,147,2944,164,18,43,47,87.9,12,9.24,51.3,Low,3,1,33.33,0
C0200,2025-03-14,Confidence,Short,22,Visual,Evening,238,30896,803,53,225,201,80.6,109,4.15,241.20000000000002,Medium,3,1,33.33,0
C0201,2025-03-14,College Life,Short,58,Text,Morning,131,21673,1120,93,312,222,68.8,23,8.06,322.0,Medium,2,2,100.0,0
C0202,2025-03-15,Confidence,Short,58,Text,Night,97,27017,851,126,211,262,75.6,182,5.37,273.3,Medium,2,1,50.0,0
C0203,2025-03-15,Friendship,Short,25,Text,Night,165,23463,1522,106,307,458,84.5,61,10.2,433.6,Medium,3,3,100.0,0
C0204,2025-03-15,Work Stress,Long,76,Visual,Afternoon,181,62101,2813,223,751,556,54.1,336,6.99,793.1000000000001,High,5,3,60.0,1
C0205,2025-03-16,Friendship,Short,17,Visual,Afternoon,131,31118,1475,221,531,572,62.2,160,8.99,575.7,Medium,3,3,100.0,0
C0206,2025-03-16,College Life,Short,59,Text,Evening,158,25410,234,13,119,152,86.2,190,2.04,119.2,Low,4,4,100.0,0
C0207,2025-03-17,Family,Long,179,Text,Evening,138,4492,191,18,20,48,84.2,25,6.17,45.1,Low,2,1,50.0,0
C0208,2025-03-17,Confidence,Long,87,Text,Evening,100,55922,2902,309,404,557,56.3,218,7.46,680.7,High,6,5,83.33,1
C0209,2025-03-17,College Life,Short,28,Visual,Morning,102,6414,283,13,55,50,81.0,46,6.25,67.9,Low,5,3,60.0,0
C0210,2025-03-18,Family,Short,44,Visual,Morning,238,9495,576,53,98,90,76.0,47,8.6,134.4,Low,4,2,50.0,0
C0211,2025-03-18,College Life,Long,153,Text,Night,185,63999,2572,186,462,670,66.4,236,6.08,680.2,High,4,4,100.0,1
C0212,2025-03-18,Work Stress,Short,46,Visual,Evening,51,20279,689,100,186,365,83.1,118,6.61,272.8,Medium,6,2,33.33,0
C0213,2025-03-19,Family,Long,121,Visual,Night,251,115586,6781,820,1665,960,59.1,225,8.85,1796.1,High,5,1,20.0,1
C0214,2025-03-19,Friendship,Long,78,Text,Evening,193,42558,417,57,75,93,57.9,47,1.51,111.0,Low,5,2,40.0,0
C0215,2025-03-19,Work Stress,Long,90,Text,Night,41,97093,4435,190,1027,948,66.0,201,6.8,1176.7,High,2,1,50.0,1
C0216,2025-03-20,College Life,Short,44,Visual,Morning,197,12874,376,51,150,123,78.5,48,5.44,144.70000000000002,Low,2,1,50.0,0
C0217,2025-03-20,Social Anxiety,Short,35,Visual,Morning,165,104247,3387,378,849,1506,68.7,286,5.87,1205.7000000000003,High,6,5,83.33,1
C0218,2025-03-21,Social Anxiety,Short,23,Visual,Night,240,1879,88,8,22,24,87.9,10,7.56,26.400000000000002,Low,7,2,28.57,0
C0219,2025-03-21,Friendship,Short,16,Text,Night,142,5002,242,27,48,51,72.8,25,7.36,64.1,Low,2,0,0.0,0
C0220,2025-03-21,Confidence,Long,88,Visual,Afternoon,149,11182,545,23,76,132,67.8,45,6.94,129.1,Low,3,1,33.33,0
C0221,2025-03-22,Dating,Short,27,Text,Afternoon,102,5296,188,24,58,40,79.8,33,5.85,58.8,Low,7,3,42.86,0
C0222,2025-03-22,Friendship,Short,28,Visual,Evening,103,65099,3566,131,980,843,78.7,554,8.48,1027.7,High,4,1,25.0,1
C0223,2025-03-22,Work Stress,Short,46,Text,Evening,172,8690,507,29,64,134,85.4,57,8.45,122.3,Low,3,1,33.33,0
C0224,2025-03-23,Dating,Long,100,Text,Afternoon,220,4444,153,22,48,35,59.7,17,5.81,49.400000000000006,Low,3,2,66.67,0
C0225,2025-03-23,Work Stress,Short,32,Text,Night,234,8895,261,36,72,49,63.0,19,4.7,76.80000000000001,Low,7,4,57.14,0
C0226,2025-03-23,College Life,Short,47,Text,Afternoon,207,61165,1939,264,593,661,73.9,392,5.65,682.2,High,4,2,50.0,1
C0227,2025-03-24,Family,Short,42,Text,Evening,170,45053,2109,191,524,743,77.6,99,7.92,681.6,High,4,3,75.0,1
C0228,2025-03-24,Self Growth,Short,45,Visual,Morning,145,5477,208,11,71,38,67.6,10,5.99,62.80000000000001,Low,6,4,66.67,0
C0229,2025-03-25,Self Growth,Short,15,Text,Morning,108,29954,630,66,116,294,63.1,77,3.69,210.8,Medium,4,2,50.0,0
C0230,2025-03-25,Dating,Short,35,Text,Evening,206,11590,171,9,41,62,78.8,62,2.44,53.9,Low,3,2,66.67,0
C0231,2025-03-25,Friendship,Short,36,Text,Afternoon,103,54827,2571,346,842,1202,69.4,259,9.05,1023.7,High,5,4,80.0,1
C0232,2025-03-26,Family,Short,44,Visual,Evening,91,38311,1426,115,468,654,65.5,53,6.95,549.0,Medium,6,2,33.33,0
C0233,2025-03-26,Social Anxiety,Short,21,Text,Morning,229,46150,1841,155,481,600,86.7,257,6.67,587.5,High,6,2,33.33,1
C0234,2025-03-26,Family,Short,22,Visual,Night,165,15332,740,36,139,208,73.7,34,7.32,199.2,Low,2,2,100.0,0
C0235,2025-03-27,Friendship,Short,50,Text,Evening,111,82812,2012,144,414,902,88.5,266,4.19,666.2,High,5,3,60.0,1
C0236,2025-03-27,Work Stress,Short,45,Text,Night,228,38186,1727,186,424,394,77.3,110,7.15,497.70000000000005,Medium,2,1,50.0,0
C0237,2025-03-27,Work Stress,Short,52,Visual,Morning,251,28417,1014,114,312,208,82.9,80,5.8,311.40000000000003,Medium,4,2,50.0,0
C0238,2025-03-28,Friendship,Short,27,Text,Afternoon,103,11897,406,22,101,165,74.9,61,5.83,134.9,Low,6,3,50.0,0
C0239,2025-03-28,College Life,Short,60,Text,Afternoon,149,40285,2355,115,309,692,50.4,54,8.62,589.7,High,6,5,83.33,1
C0240,2025-03-29,Work Stress,Short,27,Visual,Evening,141,42223,884,71,309,482,68.6,114,4.14,370.79999999999995,Medium,3,2,66.67,0
C0241,2025-03-29,Dating,Short,44,Visual,Afternoon,191,8847,434,18,136,182,78.7,12,8.7,156.0,Low,6,1,16.67,0
C0242,2025-03-29,Self Growth,Short,22,Visual,Morning,248,21686,1010,151,249,492,83.6,118,8.77,378.4,Medium,2,0,0.0,0
C0243,2025-03-30,Social Anxiety,Long,90,Text,Afternoon,156,33870,963,129,279,427,51.1,198,5.31,361.8,Medium,2,2,100.0,0
C0244,2025-03-30,Work Stress,Short,30,Text,Afternoon,213,41898,1437,70,480,503,76.5,180,5.94,500.6,Medium,2,1,50.0,0
C0245,2025-03-30,Work Stress,Short,51,Text,Afternoon,166,44541,2120,234,318,557,65.8,176,7.25,553.1,Medium,2,0,0.0,0
C0246,2025-03-31,Social Anxiety,Short,30,Text,Afternoon,234,157519,6439,507,1861,3457,79.3,1051,7.79,2526.8,High,4,2,50.0,1
C0247,2025-03-31,Family,Short,51,Text,Afternoon,123,98729,3980,280,1038,1830,76.8,217,7.22,1418.2,High,3,0,0.0,1
C0248,2025-03-31,Friendship,Short,35,Visual,Evening,118,35977,1614,158,536,922,87.4,70,8.98,684.0,High,2,1,50.0,1
C0249,2025-04-01,Family,Long,109,Visual,Afternoon,127,10131,293,9,68,86,82.7,32,4.5,84.1,Low,7,5,71.43,0
C0250,2025-04-01,Social Anxiety,Long,141,Visual,Afternoon,259,13783,588,60,184,240,76.6,35,7.78,216.40000000000003,Medium,6,3,50.0,0
C0251,2025-04-02,Dating,Short,46,Visual,Evening,170,69870,4022,468,1250,1257,88.6,354,10.01,1372.9,High,5,4,80.0,1
C0252,2025-04-02,Friendship,Short,23,Text,Evening,65,12480,546,68,91,260,73.5,53,7.73,182.6,Low,7,4,57.14,0
C0253,2025-04-02,Dating,Short,27,Visual,Afternoon,39,18189,338,25,117,67,98.0,60,3.01,105.70000000000002,Low,5,3,60.0,0
C0254,2025-04-03,College Life,Short,39,Visual,Evening,149,223239,9939,864,1780,2630,67.8,1172,6.81,2667.7,High,6,5,83.33,1
C0255,2025-04-03,Work Stress,Short,26,Visual,Night,215,66565,3186,163,405,876,74.7,240,6.96,776.0,High,4,3,75.0,1
C0256,2025-04-03,Dating,Short,20,Visual,Evening,140,40128,890,92,319,467,89.0,97,4.41,375.09999999999997,Medium,4,1,25.0,0
C0257,2025-04-04,Work Stress,Short,43,Visual,Night,158,41095,1115,87,397,526,87.5,272,5.17,445.5,Medium,4,1,25.0,0
C0258,2025-04-04,Social Anxiety,Long,138,Visual,Night,213,13408,255,26,107,66,76.9,74,3.39,93.30000000000001,Low,3,2,66.67,0
C0259,2025-04-05,Dating,Short,48,Text,Morning,148,25703,1036,64,330,222,83.8,33,6.43,315.0,Medium,6,4,66.67,0
C0260,2025-04-05,Self Growth,Short,58,Visual,Evening,238,19533,808,108,322,234,59.2,44,7.54,301.4,Medium,3,2,66.67,0
C0261,2025-04-05,Family,Long,85,Visual,Evening,176,49005,1026,113,173,229,87.9,78,3.14,263.1,Medium,3,2,66.67,0
C0262,2025-04-06,Dating,Short,34,Visual,Night,198,29195,1452,90,385,261,78.0,54,7.49,395.5,Medium,4,2,50.0,0
C0263,2025-04-06,College Life,Short,25,Text,Evening,209,6207,215,27,98,108,89.5,10,7.22,98.5,Low,6,5,83.33,0
C0264,2025-04-06,Confidence,Short,56,Text,Morning,174,29916,1305,61,257,278,56.7,51,6.35,328.9,Medium,7,4,57.14,0
C0265,2025-04-07,Confidence,Long,123,Text,Evening,41,45465,1222,175,427,377,71.6,241,4.84,441.09999999999997,Medium,4,1,25.0,0
C0266,2025-04-07,Self Growth,Short,19,Text,Morning,128,7270,210,13,45,49,71.4,37,4.36,56.300000000000004,Low,7,3,42.86,0
C0267,2025-04-07,Friendship,Short,46,Text,Evening,62,54594,1277,78,324,589,82.7,348,4.15,449.59999999999997,Medium,3,2,66.67,0
C0268,2025-04-08,College Life,Short,16,Text,Evening,147,39853,1501,137,396,667,80.2,220,6.78,536.0,Medium,4,2,50.0,0
C0269,2025-04-08,Self Growth,Short,27,Visual,Evening,62,111924,5017,373,980,1152,83.7,740,6.72,1313.9,High,2,0,0.0,1
C0270,2025-04-09,Self Growth,Short,48,Text,Night,147,54746,1939,204,295,617,66.4,298,5.58,537.8000000000001,Medium,4,1,25.0,0
C0271,2025-04-09,College Life,Short,38,Visual,Evening,109,241243,9452,796,2151,4538,79.4,2010,7.02,3326.2,High,5,3,60.0,1
C0272,2025-04-09,Social Anxiety,Short,50,Visual,Evening,34,7834,267,10,65,66,78.2,59,5.21,74.5,Low,4,3,75.0,0
C0273,2025-04-10,Dating,Short,41,Text,Evening,58,161576,6216,226,1436,2897,82.0,1047,6.67,2110.3,High,4,4,100.0,1
C0274,2025-04-10,Confidence,Long,159,Visual,Night,145,39995,2774,280,854,1221,81.9,209,12.82,1041.3000000000002,High,5,2,40.0,1
C0275,2025-04-10,Friendship,Short,40,Visual,Night,48,4325,108,12,31,52,81.5,21,4.69,41.2,Low,6,3,50.0,0
C0276,2025-04-11,Friendship,Long,86,Text,Morning,226,27331,911,35,203,298,56.2,47,5.29,268.7,Medium,4,2,50.0,0
C0277,2025-04-11,Friendship,Short,18,Visual,Evening,204,20305,1332,123,534,618,81.1,42,12.84,556.8000000000001,Medium,2,1,50.0,0
C0278,2025-04-11,Family,Short,50,Visual,Afternoon,193,32569,1478,144,180,407,98.0,110,6.78,370.70000000000005,Medium,2,0,0.0,0
C0279,2025-04-12,Social Anxiety,Long,121,Text,Night,69,62637,1159,140,220,250,85.5,99,2.82,306.9,Medium,5,3,60.0,0
C0280,2025-04-12,Social Anxiety,Long,125,Text,Evening,213,30423,1612,185,538,273,39.3,67,8.57,495.30000000000007,Medium,7,4,57.14,0
C0281,2025-04-13,College Life,Short,15,Visual,Evening,175,203338,6269,444,1977,1789,80.6,348,5.15,2043.2,High,6,4,66.67,1
C0282,2025-04-13,Friendship,Long,94,Text,Afternoon,119,8751,363,41,115,107,78.3,19,7.15,122.6,Low,3,2,66.67,0
C0283,2025-04-13,Work Stress,Short,42,Text,Afternoon,30,24409,837,85,154,252,75.2,142,5.44,237.89999999999998,Medium,7,6,85.71,0
C0284,2025-04-14,Friendship,Short,22,Visual,Evening,151,1435,52,3,17,14,75.4,6,5.99,16.8,Low,4,1,25.0,0
C0285,2025-04-14,Friendship,Long,74,Visual,Afternoon,213,1033,51,2,16,19,69.3,2,8.52,17.6,Low,2,1,50.0,0
C0286,2025-04-14,Confidence,Short,60,Visual,Morning,37,10452,490,17,160,101,85.5,34,7.35,146.7,Low,2,1,50.0,0
C0287,2025-04-15,Dating,Long,139,Visual,Night,42,25502,1389,162,178,357,60.5,74,8.18,349.6,Medium,5,2,40.0,0
C0288,2025-04-15,Self Growth,Short,17,Visual,Evening,118,9795,403,24,188,122,91.9,61,7.52,156.9,Low,2,1,50.0,0
C0289,2025-04-15,Self Growth,Long,113,Visual,Afternoon,147,13251,497,45,81,144,71.4,53,5.79,134.3,Low,7,4,57.14,0
C0290,2025-04-16,Friendship,Short,53,Visual,Afternoon,139,21211,984,95,333,343,70.6,29,8.27,353.5,Medium,3,2,66.67,0
C0291,2025-04-16,Family,Short,33,Visual,Night,128,23083,1307,97,334,528,91.2,99,9.82,442.1,Medium,5,5,100.0,0
C0292,2025-04-17,College Life,Short,44,Visual,Evening,88,89202,3033,448,1246,873,64.5,161,6.28,1153.2,High,6,4,66.67,1
C0293,2025-04-17,Confidence,Short,16,Visual,Evening,43,197123,9598,1333,3124,4436,74.4,1202,9.38,3806.8,High,4,1,25.0,1
C0294,2025-04-17,College Life,Short,48,Visual,Afternoon,37,212158,8431,398,3695,5531,74.3,1522,8.51,4060.0,High,5,3,60.0,1
C0295,2025-04-18,Self Growth,Short,18,Visual,Afternoon,52,13552,654,66,110,104,98.0,88,6.89,153.8,Low,7,4,57.14,0
C0296,2025-04-18,Self Growth,Short,47,Text,Morning,188,15876,770,59,140,173,70.1,32,7.19,196.7,Low,2,0,0.0,0
C0297,2025-04-18,Family,Short,21,Visual,Evening,210,86251,3927,252,1037,707,58.5,537,6.87,1070.0,High,5,4,80.0,1
C0298,2025-04-19,Friendship,Short,54,Text,Morning,130,18440,365,47,111,78,71.2,93,3.26,113.70000000000002,Low,7,5,71.43,0
C0299,2025-04-19,College Life,Long,112,Text,Morning,47,34587,1306,141,235,310,73.6,160,5.76,345.79999999999995,Medium,5,2,40.0,0
C0300,2025-04-19,Social Anxiety,Long,164,Text,Evening,125,10426,485,29,129,96,76.8,28,7.09,134.7,Low,2,0,0.0,0
C0301,2025-04-20,College Life,Long,152,Text,Night,256,16974,606,79,121,167,91.8,56,5.73,174.9,Low,2,1,50.0,0
C0302,2025-04-20,Family,Short,15,Visual,Evening,87,77235,2758,347,1074,1773,94.1,215,7.71,1306.7,High,3,0,0.0,1
C0303,2025-04-21,Social Anxiety,Long,174,Text,Evening,142,111090,5036,433,1285,1032,70.9,149,7.01,1413.8,High,4,3,75.0,1
C0304,2025-04-21,Confidence,Short,42,Visual,Evening,153,68258,2814,142,1173,794,71.1,407,7.21,1017.2,High,5,4,80.0,1
C0305,2025-04-21,Self Growth,Short,28,Visual,Evening,105,11643,468,35,218,295,96.2,52,8.73,229.5,Medium,4,3,75.0,0
C0306,2025-04-22,Dating,Short,31,Visual,Afternoon,130,6081,289,20,70,87,76.3,17,7.66,87.0,Low,7,3,42.86,0
C0307,2025-04-22,College Life,Short,52,Visual,Evening,138,128289,2711,281,638,1649,73.4,1027,4.11,1077.2,High,6,2,33.33,1
C0308,2025-04-22,Self Growth,Short,20,Visual,Evening,139,19242,1110,106,421,387,75.8,95,10.52,416.7,Medium,3,1,33.33,0
C0309,2025-04-23,College Life,Short,33,Visual,Evening,195,54129,2032,233,394,979,67.5,494,6.72,701.1,High,5,2,40.0,1
C0310,2025-04-23,Social Anxiety,Long,99,Text,Night,163,10854,490,25,70,181,64.3,58,7.06,136.3,Low,3,3,100.0,0
C0311,2025-04-23,Work Stress,Short,37,Text,Night,42,47615,1362,180,491,345,74.7,281,4.99,472.1,Medium,5,2,40.0,0
C0312,2025-04-24,Work Stress,Short,30,Visual,Morning,31,24901,894,99,172,319,87.3,129,5.96,273.70000000000005,Medium,7,6,85.71,0
C0313,2025-04-24,Social Anxiety,Long,121,Text,Afternoon,124,38930,2095,265,477,722,65.1,58,9.14,669.9,High,7,6,85.71,1
C0314,2025-04-25,College Life,Short,18,Visual,Afternoon,238,102654,4802,679,2263,2724,67.3,171,10.2,2338.4,High,4,1,25.0,1
C0315,2025-04-25,Dating,Short,54,Visual,Afternoon,38,6495,276,37,59,70,64.0,46,6.81,79.6,Low,4,3,75.0,0
C0316,2025-04-25,Work Stress,Long,111,Text,Afternoon,46,5944,225,9,21,48,71.1,8,5.1,47.099999999999994,Low,2,2,100.0,0
C0317,2025-04-26,Work Stress,Long,141,Text,Morning,186,5284,213,27,26,34,69.7,12,5.68,47.3,Low,5,3,60.0,0
C0318,2025-04-26,Work Stress,Short,57,Visual,Evening,133,62915,2380,346,551,1410,74.5,347,7.45,950.6,High,3,2,66.67,1
C0319,2025-04-26,Confidence,Short,36,Visual,Evening,83,37905,1448,132,493,306,75.3,108,6.28,460.2,Medium,5,4,80.0,0
C0320,2025-04-27,Family,Short,29,Visual,Night,77,13832,610,34,192,115,83.9,35,6.88,179.10000000000002,Low,5,2,40.0,0
C0321,2025-04-27,College Life,Short,50,Visual,Morning,182,4091,147,19,36,64,93.9,16,6.5,52.1,Low,4,1,25.0,0
C0322,2025-04-27,Social Anxiety,Short,60,Visual,Morning,150,65262,3112,148,577,799,72.2,235,7.1,811.3000000000001,High,5,5,100.0,1
C0323,2025-04-28,Self Growth,Short,20,Text,Evening,176,164141,6479,483,1877,2691,77.9,916,7.02,2302.6,High,6,4,66.67,1
C0324,2025-04-28,Confidence,Short,59,Text,Morning,94,9156,408,22,47,91,86.6,12,6.2,91.30000000000001,Low,6,4,66.67,0
C0325,2025-04-29,Confidence,Long,118,Visual,Afternoon,151,12376,379,32,89,117,64.2,40,4.99,115.0,Low,3,2,66.67,0
C0326,2025-04-29,Dating,Short,21,Text,Night,227,17455,851,66,248,207,76.8,41,7.86,259.6,Medium,2,0,0.0,0
C0327,2025-04-29,Dating,Short,17,Visual,Afternoon,102,33882,763,81,140,323,79.6,175,3.86,245.39999999999998,Medium,3,3,100.0,0
C0328,2025-04-30,Social Anxiety,Short,47,Visual,Afternoon,121,14735,423,62,173,184,66.9,31,5.71,179.10000000000002,Low,2,1,50.0,0
C0329,2025-04-30,Dating,Long,108,Visual,Evening,67,33419,914,92,363,324,73.7,85,5.07,352.20000000000005,Medium,6,3,50.0,0
C0330,2025-04-30,Self Growth,Short,42,Text,Evening,176,51664,1228,117,289,353,77.3,330,3.85,367.70000000000005,Medium,4,1,25.0,0
C0331,2025-05-01,Self Growth,Short,17,Text,Evening,37,9653,595,64,152,115,82.6,26,9.59,167.60000000000002,Low,5,3,60.0,0
C0332,2025-05-01,College Life,Short,46,Text,Afternoon,87,41983,1142,136,290,427,65.1,221,4.75,385.5,Medium,4,2,50.0,0
C0333,2025-05-01,College Life,Short,25,Visual,Night,194,31108,895,56,184,246,80.1,102,4.44,248.1,Medium,4,3,75.0,0
C0334,2025-05-02,Family,Short,19,Text,Morning,34,21824,1218,43,166,246,90.8,43,7.67,270.6,Medium,6,6,100.0,0
C0335,2025-05-02,Friendship,Long,101,Visual,Evening,257,80038,2687,258,754,718,92.8,239,5.52,837.3,High,6,4,66.67,1
C0336,2025-05-03,Family,Short,23,Visual,Evening,122,56578,1987,258,813,736,92.8,404,6.71,796.3000000000001,High,6,6,100.0,1
C0337,2025-05-03,Confidence,Long,177,Text,Night,121,26138,657,63,143,214,57.2,72,4.12,199.7,Low,7,4,57.14,0
C0338,2025-05-03,College Life,Long,106,Visual,Afternoon,153,83531,4445,238,968,1126,76.5,192,8.11,1217.1,High,4,3,75.0,1
C0339,2025-05-04,Dating,Short,51,Text,Evening,177,172668,6892,977,2864,4605,72.2,880,8.88,3411.7000000000007,High,4,2,50.0,1
C0340,2025-05-04,Confidence,Short,42,Text,Morning,135,9106,442,46,85,142,79.8,25,7.85,130.0,Low,6,4,66.67,0
C0341,2025-05-04,Work Stress,Short,28,Text,Morning,233,34986,1616,152,187,574,69.3,164,7.23,439.0,Medium,6,2,33.33,0
C0342,2025-05-05,College Life,Long,104,Visual,Morning,251,2767,121,13,20,37,54.9,16,6.9,33.800000000000004,Low,4,3,75.0,0
C0343,2025-05-05,Self Growth,Short,45,Visual,Evening,76,71077,2735,271,955,601,76.6,369,6.42,890.0,High,7,2,28.57,1
C0344,2025-05-05,Self Growth,Short,45,Text,Afternoon,192,14860,472,45,121,186,84.2,50,5.55,160.4,Low,3,3,100.0,0
C0345,2025-05-06,Confidence,Short,23,Text,Evening,99,92598,5078,542,1879,2304,79.9,310,10.59,2059.0,High,3,2,66.67,1
C0346,2025-05-06,College Life,Long,96,Text,Morning,259,733,30,3,4,9,73.0,3,6.28,7.9,Low,2,2,100.0,0
C0347,2025-05-07,Confidence,Short,40,Text,Night,88,130479,4030,357,944,833,79.2,503,4.72,1101.9,High,3,3,100.0,1
C0348,2025-05-07,Confidence,Short,60,Visual,Night,97,29220,1302,97,334,278,84.0,70,6.88,366.6,Medium,2,1,50.0,0
C0349,2025-05-07,Dating,Short,36,Visual,Morning,194,4752,195,18,31,64,85.3,33,6.48,54.7,Low,4,0,0.0,0
C0350,2025-05-08,Dating,Long,155,Text,Morning,211,32158,889,78,107,181,66.3,166,3.9,201.6,Low,3,0,0.0,0
C0351,2025-05-08,Self Growth,Short,30,Visual,Morning,59,125237,4421,450,1548,1921,80.8,446,6.66,1727.6,High,5,5,100.0,1
C0352,2025-05-08,Social Anxiety,Short,16,Text,Night,157,22213,806,36,244,245,94.4,81,5.99,258.90000000000003,Medium,6,5,83.33,0
C0353,2025-05-09,College Life,Long,105,Visual,Afternoon,109,6745,207,19,45,53,73.4,30,4.8,58.4,Low,6,2,33.33,0
C0354,2025-05-09,Friendship,Long,99,Text,Evening,170,10671,228,22,37,44,69.4,58,3.1,55.2,Low,6,3,50.0,0
C0355,2025-05-09,Confidence,Short,48,Text,Evening,158,59249,1202,80,296,257,78.0,255,3.1,331.7,Medium,3,2,66.67,0
C0356,2025-05-10,Confidence,Short,31,Visual,Night,256,17639,596,44,90,124,77.8,59,4.84,141.6,Low,5,3,60.0,0
C0357,2025-05-10,Dating,Long,96,Visual,Evening,244,98991,3922,230,665,1787,67.6,317,6.67,1240.3000000000002,High,7,3,42.86,1
C0358,2025-05-11,Confidence,Long,94,Text,Evening,180,4541,113,17,27,38,71.1,12,4.29,36.900000000000006,Low,7,5,71.43,0
C0359,2025-05-11,Social Anxiety,Short,16,Visual,Night,186,106783,4107,637,1316,3090,74.9,254,8.57,1991.5000000000002,High,3,2,66.67,1
C0360,2025-05-11,Work Stress,Short,38,Text,Morning,236,77936,3348,281,855,994,75.5,361,7.03,1031.2,High,2,1,50.0,1
C0361,2025-05-12,Family,Long,68,Text,Night,72,54505,2968,196,458,796,61.1,73,8.11,758.0,High,4,3,75.0,1
C0362,2025-05-12,Confidence,Long,149,Text,Morning,196,20765,866,86,78,172,70.1,49,5.79,186.60000000000002,Low,4,3,75.0,0
C0363,2025-05-12,Dating,Long,61,Visual,Evening,207,34583,918,91,149,475,77.8,229,4.72,312.1,Medium,2,1,50.0,0
C0364,2025-05-13,Confidence,Short,26,Text,Night,59,7593,250,42,88,141,74.9,25,6.86,110.9,Low,4,2,50.0,0
C0365,2025-05-13,Social Anxiety,Short,52,Visual,Evening,232,64606,1321,60,355,836,59.9,262,3.98,536.9,Medium,5,4,80.0,0
C0366,2025-05-13,Self Growth,Long,112,Text,Evening,190,130828,6796,233,941,1072,74.9,785,6.91,1424.2,High,3,0,0.0,1
C0367,2025-05-14,Friendship,Long,148,Text,Afternoon,109,14945,425,38,69,115,70.2,21,4.33,112.2,Low,4,2,50.0,0
C0368,2025-05-14,College Life,Long,119,Visual,Evening,141,89910,5402,258,945,1003,62.1,612,8.46,1270.7,High,5,4,80.0,1
C0369,2025-05-15,Social Anxiety,Short,16,Visual,Afternoon,142,111998,3575,385,1235,857,87.7,199,5.4,1185.6,High,3,1,33.33,1
C0370,2025-05-15,Family,Short,17,Visual,Evening,241,85614,4540,530,1241,2000,66.0,347,9.71,1656.4,High,6,2,33.33,1
C0371,2025-05-15,College Life,Long,152,Text,Evening,252,10684,292,13,39,110,79.5,49,4.25,80.4,Low,5,2,40.0,0
C0372,2025-05-16,Work Stress,Short,18,Visual,Afternoon,215,95409,2532,237,873,605,79.4,306,4.45,831.3000000000001,High,6,4,66.67,1
C0373,2025-05-16,Friendship,Long,132,Visual,Afternoon,180,653,33,3,5,4,49.3,2,6.89,7.1000000000000005,Low,6,5,83.33,0
C0374,2025-05-16,College Life,Short,48,Text,Afternoon,53,24702,1367,164,349,585,78.8,56,9.98,484.6,Medium,3,3,100.0,0
C0375,2025-05-17,Confidence,Long,105,Text,Afternoon,240,19960,937,105,114,179,64.9,64,6.69,214.0,Medium,7,3,42.86,0
C0376,2025-05-17,Social Anxiety,Long,175,Text,Morning,60,24488,761,55,214,137,63.4,38,4.77,213.8,Medium,4,0,0.0,0
C0377,2025-05-18,Work Stress,Short,21,Text,Night,68,13742,986,83,160,327,69.6,75,11.32,277.3,Medium,3,1,33.33,0
C0378,2025-05-18,Work Stress,Short,21,Text,Evening,46,81021,2999,238,729,1317,75.7,384,6.52,1034.2,High,5,1,20.0,1
C0379,2025-05-18,Friendship,Short,41,Text,Morning,247,43360,2525,268,400,668,72.1,150,8.9,666.5,High,6,4,66.67,1
C0380,2025-05-19,College Life,Short,28,Visual,Evening,143,117423,3507,297,1500,1421,61.4,228,5.73,1436.4,High,4,3,75.0,1
C0381,2025-05-19,Social Anxiety,Short,28,Text,Night,84,1048,44,3,9,14,89.7,4,6.68,12.8,Low,4,2,50.0,0
C0382,2025-05-19,Confidence,Short,23,Text,Afternoon,48,68758,814,84,218,155,74.6,268,1.85,231.9,Medium,2,1,50.0,0
C0383,2025-05-20,Confidence,Long,89,Text,Morning,124,101185,2928,224,583,702,61.7,187,4.39,781.4000000000001,High,6,5,83.33,1
C0384,2025-05-20,Dating,Short,16,Text,Morning,196,14741,562,35,140,273,65.7,70,6.85,201.09999999999997,Low,5,0,0.0,0
C0385,2025-05-20,Social Anxiety,Short,26,Text,Morning,258,14516,354,30,63,85,84.7,22,3.66,92.1,Low,3,2,66.67,0
C0386,2025-05-21,Social Anxiety,Short,40,Visual,Evening,157,101245,4076,610,1389,1612,67.0,339,7.59,1568.8000000000002,High,6,3,50.0,1
C0387,2025-05-21,Social Anxiety,Short,37,Text,Night,169,44510,2052,247,924,649,78.3,277,8.7,818.9,High,3,2,66.67,1
C0388,2025-05-22,Family,Short,47,Text,Morning,222,29125,902,63,205,135,71.2,46,4.48,225.3,Medium,6,4,66.67,0
C0389,2025-05-22,Confidence,Short,24,Visual,Evening,237,35625,1082,104,290,290,74.7,110,4.96,332.0,Medium,3,2,66.67,0
